DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-05-14","State","Louisiana","22","Total","Total","1574575.00000","1363710.00000","4648794.00000","0.33870612464","0.29334704872","2912089.00000","3789000.00000","CDC State and National Vaccination Data","2021-05-15T09:25:22.293Z"
"2021-05-10","State","Louisiana","22","Total","Total","1557991.00000","1338783.00000","4648794.00000","0.33513874781","0.28798501289","2870888.00000","3754030.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-04-19","State","Louisiana","22","Total","Total","1443175.00000","1095418.00000","4648794.00000","0.31044072936","0.23563487649","2507009.00000","3513250.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-03","State","Louisiana","22","Total","Total","1277773.00000","833412.00000","4648794.00000","0.27486117905","0.17927488291","2093895.00000","2903390.00000","CDC State and National Vaccination Data","2021-04-04T09:26:40.414Z"
"2021-03-31","State","Louisiana","22","Total","Total","1219539.00000","758829.00000","4648794.00000","0.26233448933","0.16323136710","1963625.00000","2719670.00000","CDC State and National Vaccination Data","2021-04-01T09:25:23.029Z"
"2021-03-03","State","Louisiana","22","Total","Total","709457.00000","395300.00000","4648794.00000","0.15261097825","0.08503280636","1107626.00000","1482470.00000","CDC State and National Vaccination Data","2021-03-04T08:25:36.507Z"
"2021-01-20","State","Louisiana","22","Total","Total","228831.00000","35049.00000","4648794.00000","0.04922373416","0.00753937473","264400.00000","485625.00000","CDC State and National Vaccination Data","2021-01-20T14:00:25.221Z"
"2021-06-19","State","North Dakota","38","Total","Total","330359.00000","290709.00000","762062.00000","0.43350672255","0.38147683522","633888.00000","709060.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-06-17","State","North Dakota","38","Total","Total","329215.00000","289031.00000","762062.00000","0.43200553236","0.37927491464","631234.00000","708420.00000","CDC State and National Vaccination Data","2021-06-18T09:25:15.964Z"
"2021-06-15","State","North Dakota","38","Total","Total","328158.00000","287627.00000","762062.00000","0.43061850611","0.37743254486","629001.00000","707420.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-06-12","State","North Dakota","38","Total","Total","326910.00000","285377.00000","762062.00000","0.42898084408","0.37448002918","625615.00000","702640.00000","CDC State and National Vaccination Data","2021-06-13T09:25:24.794Z"
"2021-06-04","State","North Dakota","38","Total","Total","323364.00000","280490.00000","762062.00000","0.42432767938","0.36806716514","617621.00000","689750.00000","CDC State and National Vaccination Data","2021-06-05T09:25:27.201Z"
"2021-06-01","State","North Dakota","38","Total","Total","321763.00000","278971.00000","762062.00000","0.42222680044","0.36607388900","614568.00000","688750.00000","CDC State and National Vaccination Data","2021-06-02T09:25:19.670Z"
"2021-03-18","State","North Dakota","38","Total","Total","203723.00000","117049.00000","762062.00000","0.26733126701","0.15359511431","330516.00000","385630.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-01-20","State","North Dakota","38","Total","Total","48350.00000","8954.00000","762062.00000","0.06344628127","0.01174970016","57657.00000","78150.00000","CDC State and National Vaccination Data","2021-01-20T14:00:25.221Z"
"2021-06-05","State","West Virginia","54","Total","Total","735205.00000","615038.00000","1792147.00000","0.41023699507","0.34318501775","1325701.00000","1861135.00000","CDC State and National Vaccination Data","2021-06-06T09:25:26.368Z"
"2021-05-26","State","West Virginia","54","Total","Total","716350.00000","603382.00000","1792147.00000","0.39971609472","0.33668108699","1298119.00000","1801765.00000","CDC State and National Vaccination Data","2021-05-27T09:25:29.970Z"
"2021-05-08","State","West Virginia","54","Total","Total","654540.00000","572054.00000","1792147.00000","0.36522673642","0.31920037809","1212466.00000","1682345.00000","CDC State and National Vaccination Data","2021-05-09T09:25:14.746Z"
"2021-02-18","State","West Virginia","54","Total","Total","254778.00000","148742.00000","1792147.00000","0.14216356136","0.08299653990","403532.00000","441500.00000","CDC State and National Vaccination Data","2021-02-19T12:25:26.212Z"
"2021-02-14","State","West Virginia","54","Total","Total","247689.00000","138882.00000","1792147.00000","0.13820797066","0.07749475908","386583.00000","395600.00000","CDC State and National Vaccination Data","2021-02-16T08:25:29.755Z"
"2021-01-31","State","West Virginia","54","Total","Total","192580.00000","67183.00000","1792147.00000","0.10745770297","0.03748743825","259774.00000","305200.00000","CDC State and National Vaccination Data","2021-02-01T08:25:16.627Z"
"2021-06-13","State","Wyoming","56","Total","Total","220814.00000","191066.00000","578759.00000","0.38153013603","0.33013050337","408103.00000","510585.00000","CDC State and National Vaccination Data","2021-06-14T09:25:13.823Z"
"2021-05-29","State","Wyoming","56","Total","Total","214292.00000","184128.00000","578759.00000","0.37026119680","0.31814278482","395527.00000","505565.00000","CDC State and National Vaccination Data","2021-05-30T09:25:16.468Z"
"2021-05-25","State","Wyoming","56","Total","Total","211628.00000","181453.00000","578759.00000","0.36565824462","0.31352082646","390725.00000","501825.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-05-24","State","Wyoming","56","Total","Total","210231.00000","180262.00000","578759.00000","0.36324445927","0.31146297509","388185.00000","501825.00000","CDC State and National Vaccination Data","2021-05-25T09:25:11.773Z"
"2021-04-29","State","Wyoming","56","Total","Total","195885.00000","158672.00000","578759.00000","0.33845693976","0.27415901956","353401.00000","478185.00000","CDC State and National Vaccination Data","2021-04-30T09:25:29.983Z"
"2021-04-20","State","Wyoming","56","Total","Total","189818.00000","144799.00000","578759.00000","0.32797416541","0.25018876596","332765.00000","469615.00000","CDC State and National Vaccination Data","2021-04-21T09:25:29.727Z"
"2021-04-05","State","Wyoming","56","Total","Total","168177.00000","119075.00000","578759.00000","0.29058209030","0.20574194095","286966.00000","405665.00000","CDC State and National Vaccination Data","2021-04-06T09:27:14.449Z"
"2021-03-19","State","Wyoming","56","Total","Total","134295.00000","84990.00000","578759.00000","0.23203958815","0.14684868831","220735.00000","311575.00000","CDC State and National Vaccination Data","2021-03-20T09:25:36.418Z"
"2021-02-05","State","Wyoming","56","Total","Total","53630.00000","12852.00000","578759.00000","0.09266378579","0.02220613416","67417.00000","101650.00000","CDC State and National Vaccination Data","2021-02-06T08:25:23.882Z"
"2021-02-04","State","Wyoming","56","Total","Total","49361.00000","10495.00000","578759.00000","0.08528765859","0.01813362730","60775.00000","97750.00000","CDC State and National Vaccination Data","2021-02-05T12:25:17.975Z"
"2021-06-08","State","Virgin Islands","78","Total","Total","38723.00000","32288.00000","104680.00000","0.36991784486","0.30844478410","73102.00000","75570.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-05-29","State","Virgin Islands","78","Total","Total","37743.00000","31225.00000","104680.00000","0.36055598013","0.29829002675","71094.00000","72730.00000","CDC State and National Vaccination Data","2021-05-30T09:25:16.468Z"
"2021-05-27","State","Virgin Islands","78","Total","Total","37336.00000","30801.00000","104680.00000","0.35666794039","0.29423958731","70325.00000","72730.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-23","State","Virgin Islands","78","Total","Total","36921.00000","30375.00000","104680.00000","0.35270347726","0.29017004203","69499.00000","71360.00000","CDC State and National Vaccination Data","2021-05-24T09:25:21.467Z"
"2021-05-15","State","Virgin Islands","78","Total","Total","35864.00000","29315.00000","104680.00000","0.34260603745","0.28004394345","67527.00000","68820.00000","CDC State and National Vaccination Data","2021-05-16T09:25:21.341Z"
"2021-05-01","State","Virgin Islands","78","Total","Total","33835.00000","26703.00000","104680.00000","0.32322315629","0.25509170806","62864.00000","66080.00000","CDC State and National Vaccination Data","2021-05-02T13:25:21.379Z"
"2021-04-22","State","Virgin Islands","78","Total","Total","32182.00000","24133.00000","104680.00000","0.30743217425","0.23054069545","58550.00000","65880.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-04-12","State","Virgin Islands","78","Total","Total","28609.00000","19954.00000","104680.00000","0.27329957967","0.19061902942","50551.00000","62540.00000","CDC State and National Vaccination Data","2021-04-13T09:25:23.488Z"
"2021-04-02","State","Virgin Islands","78","Total","Total","25870.00000","15704.00000","104680.00000","0.24713412304","0.15001910585","43323.00000","57260.00000","CDC State and National Vaccination Data","2021-04-03T09:26:31.177Z"
"2021-03-03","State","Virgin Islands","78","Total","Total","13286.00000","6849.00000","104680.00000","0.12692013756","0.06542797096","20149.00000","38080.00000","CDC State and National Vaccination Data","2021-03-04T08:25:36.507Z"
"2021-02-27","State","Virgin Islands","78","Total","Total","12740.00000","6373.00000","104680.00000","0.12170424150","0.06088077952","19118.00000","36080.00000","CDC State and National Vaccination Data","2021-02-28T08:25:20.364Z"
"2021-02-13","State","Virgin Islands","78","Total","Total","8649.00000","3533.00000","104680.00000","0.08262323271","0.03375047765","12182.00000","26425.00000","CDC State and National Vaccination Data","2021-02-14T08:25:17.147Z"
"2021-01-23","State","Virgin Islands","78","Total","Total","2946.00000","409.00000","104680.00000","0.02814291173","0.00390714559","3355.00000","13525.00000","CDC State and National Vaccination Data","2021-02-01T12:24:53.843Z"
"2021-05-24","State","Idaho","16","Total","Total","660243.00000","572423.00000","1787065.00000","0.36945662301","0.32031459404","1214862.00000","1578235.00000","CDC State and National Vaccination Data","2021-05-25T09:25:11.773Z"
"2021-02-16","State","Virgin Islands","78","Total","Total","8806.00000","3612.00000","104680.00000","0.08412304165","0.03450515858","12418.00000","26425.00000","CDC State and National Vaccination Data","2021-02-17T08:25:24.753Z"
"2021-06-06","State","District of Columbia","11","Total","Total","406810.00000","332049.00000","705749.00000","0.57642306259","0.47049163371","797796.00000","1047935.00000","CDC State and National Vaccination Data","2021-06-07T09:25:15.568Z"
"2021-04-21","State","District of Columbia","11","Total","Total","301868.00000","174124.00000","705749.00000","0.42772713812","0.24672227662","532219.00000","720775.00000","CDC State and National Vaccination Data","2021-04-22T09:25:29.436Z"
"2021-04-19","State","District of Columbia","11","Total","Total","294659.00000","169356.00000","705749.00000","0.41751245840","0.23996633364","521527.00000","683975.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-10","State","District of Columbia","11","Total","Total","244653.00000","130670.00000","705749.00000","0.34665723933","0.18515081141","445289.00000","610475.00000","CDC State and National Vaccination Data","2021-04-11T13:27:20.962Z"
"2021-03-06","State","District of Columbia","11","Total","Total","140976.00000","79089.00000","705749.00000","0.19975373681","0.11206392074","220634.00000","337095.00000","CDC State and National Vaccination Data","2021-03-07T08:26:38.273Z"
"2021-02-17","State","District of Columbia","11","Total","Total","88287.00000","39973.00000","705749.00000","0.12509688289","0.05663911674","128460.00000","193900.00000","CDC State and National Vaccination Data","2021-02-18T08:25:13.866Z"
"2021-02-05","State","District of Columbia","11","Total","Total","69999.00000","22719.00000","705749.00000","0.09918398751","0.03219133148","98862.00000","166950.00000","CDC State and National Vaccination Data","2021-02-06T08:25:23.882Z"
"2021-01-24","State","District of Columbia","11","Total","Total","49292.00000","13043.00000","705749.00000","0.06984352794","0.01848107472","62391.00000","91025.00000","CDC State and National Vaccination Data","2021-02-01T12:25:04.185Z"
"2021-06-14","State","Illinois","17","Total","Total","7247009.00000","5435511.00000","12671821.00000","0.57189957150","0.42894474283","12286836.00000","14432025.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-05-18","State","Illinois","17","Total","Total","6479402.00000","4676621.00000","12671821.00000","0.51132366848","0.36905674409","10807457.00000","13306375.00000","CDC State and National Vaccination Data","2021-05-19T09:25:11.206Z"
"2021-05-15","State","Illinois","17","Total","Total","6365032.00000","4563993.00000","12671821.00000","0.50229813063","0.36016867663","10583166.00000","13306375.00000","CDC State and National Vaccination Data","2021-05-16T09:25:21.341Z"
"2021-04-13","State","Illinois","17","Total","Total","4951552.00000","2858827.00000","12671821.00000","0.39075299438","0.22560506497","7626668.00000","9622455.00000","CDC State and National Vaccination Data","2021-04-14T09:25:22.702Z"
"2021-04-04","State","Illinois","17","Total","Total","4303924.00000","2301352.00000","12671821.00000","0.33964526488","0.18161178255","6488477.00000","8021745.00000","CDC State and National Vaccination Data","2021-04-05T09:25:39.489Z"
"2021-03-20","State","Illinois","17","Total","Total","3147727.00000","1723407.00000","12671821.00000","0.24840368247","0.13600310484","4826260.00000","5909425.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
